names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,contrast
ELL2,10.69765,1.7290763,1.0439266761889244e-26,3.820876027519082e-22,0.9893617021276596,4/4,APOE4_vs_APOE3_LAM
NAMPT,8.95568,2.1889894,3.376484080263266e-19,4.636290921915343e-15,0.8882978723404256,4/4,APOE4_vs_APOE3_LAM
SYTL3,8.942631,2.1953337,3.8001346317712716e-19,4.636290921915343e-15,0.8404255319148937,4/4,APOE4_vs_APOE3_LAM
UBXN2B,8.509314,1.5716008,1.7496651927203446e-17,1.6009873929689334e-13,0.8297872340425532,4/4,APOE4_vs_APOE3_LAM
BASP1,8.114393,1.9461296,4.882197077148982e-16,3.3076027443282178e-12,0.7819148936170213,4/4,APOE4_vs_APOE3_LAM
ACSL1,8.101644,0.9742276,5.422151434651869e-16,3.3076027443282178e-12,0.9627659574468085,4/4,APOE4_vs_APOE3_LAM
PFKFB3,7.89031,1.4858083,3.0143780629964785e-15,1.5761321640533446e-11,0.9361702127659575,4/4,APOE4_vs_APOE3_LAM
EPB41L3,7.5043883,1.5622033,6.17160314666602e-14,2.823585584639038e-10,0.8617021276595744,4/4,APOE4_vs_APOE3_LAM
FAM110B,7.4392934,2.1439276,1.0122532302590278e-13,4.116608942301186e-10,0.675531914893617,4/4,APOE4_vs_APOE3_LAM
RAB1A,7.3154025,0.8954229,2.5661083697312804e-13,9.39221324405346e-10,0.9521276595744681,4/4,APOE4_vs_APOE3_LAM
DPYD,7.21326,1.1986141,5.462786411065722e-13,1.750863455382223e-09,0.9148936170212766,4/4,APOE4_vs_APOE3_LAM
IRAK3,7.2065105,1.324473,5.740379078327553e-13,1.750863455382223e-09,0.851063829787234,4/4,APOE4_vs_APOE3_LAM
DOCK4,7.146965,0.5602138,8.871734870959595e-13,2.497802830861478e-09,1.0,4/4,APOE4_vs_APOE3_LAM
PAPOLG,7.057722,1.6005743,1.6925436855561565e-12,4.424913673931492e-09,0.7393617021276596,4/4,APOE4_vs_APOE3_LAM
ERO1A,7.0205245,1.4966698,2.2103662172171637e-12,5.317900803250753e-09,0.7712765957446809,4/4,APOE4_vs_APOE3_LAM
PTK2B,7.0134754,1.7786444,2.3247018620259567e-12,5.317900803250753e-09,0.6914893617021277,4/4,APOE4_vs_APOE3_LAM
LDLRAD4,6.841738,1.1427851,7.823805668418805e-12,1.664128298330934e-08,0.9574468085106383,4/4,APOE4_vs_APOE3_LAM
CHD1,6.8175898,1.3397195,9.25804972901461e-12,1.783441463850862e-08,0.8085106382978723,4/4,APOE4_vs_APOE3_LAM
BCAT1,6.7796426,1.626747,1.204734532820059e-11,2.204724431787349e-08,0.7819148936170213,4/4,APOE4_vs_APOE3_LAM
PRKAG2,6.7302966,0.9917572,1.6931782954745493e-11,2.95104851393638e-08,0.9095744680851063,4/4,APOE4_vs_APOE3_LAM
GNA13,6.669851,1.1144211,2.560634119348317e-11,4.260080427375807e-08,0.9308510638297872,4/4,APOE4_vs_APOE3_LAM
BNC2,6.55286,1.3146852,5.6445556270678276e-11,8.347298549053039e-08,0.9042553191489362,4/4,APOE4_vs_APOE3_LAM
GPD2,6.5513597,1.300973,5.70155087911057e-11,8.347298549053039e-08,0.824468085106383,4/4,APOE4_vs_APOE3_LAM
FOSL2,6.427619,1.8584684,1.296180850550488e-10,1.7710122356208943e-07,0.6170212765957447,4/4,APOE4_vs_APOE3_LAM
FAM13A,6.4264193,1.4621221,1.306448740792988e-10,1.7710122356208943e-07,0.9148936170212766,4/4,APOE4_vs_APOE3_LAM
